"Feature_0","Feature_1","Feature_2","Feature_3","Feature_4","Feature_5","Feature_6","Feature_7","Feature_8","Feature_9","class","dataset_name","altered_attribute","noise_level"
-4.376,2.216,-0.269,1.32,-0.66,0.18,0.719,0.008,1.058,0.472,"N","vowel","Feature_5",0.1
-2.52,1.52,-0.959,1.296,-1.103,1.14,-0.268,1.249,0.092,-0.682,"N","vowel","Feature_5",0.1
-1.548,-0.4,-1.659,0.244,-0.101,1.63,0.551,1.248,0.129,-0.456,"P","vowel","Feature_5",0.1
-1.614,0.287,-1.195,-0.252,-0.257,1.24,0.281,0.898,0.188,-0.423,"N","vowel","Feature_5",0.1
-1.891,0.988,-1.06,0.119,0.59,0.23,0.372,0.39,-0.376,-0.655,"N","vowel","Feature_5",0.1
-2.03,1.764,-0.386,-0.249,0.18,0.2,0.096,-0.121,0.067,-0.552,"N","vowel","Feature_5",0.1
-2.55,2.629,0.084,-0.159,-0.882,0.1,-0.19,0.961,0.032,-0.589,"N","vowel","Feature_5",0.1
-2.464,1.968,0.026,0.078,-0.542,0.06,0.051,0.596,0.26,-0.437,"N","vowel","Feature_5",0.1
-3.193,2.026,0.83,0.813,-1.205,-0.03,-0.95,0.786,1.045,0.21,"N","vowel","Feature_5",0.1
-3.566,1.504,0.94,1.829,-1.224,0.21,-1.454,0.92,0.767,1.059,"N","vowel","Feature_5",0.1
-3.299,1.73,0.187,0.121,-1.251,0.77,-0.366,1.091,0.493,0.436,"N","vowel","Feature_5",0.1
-3.601,0.742,-0.238,0.332,-0.561,1.29,-0.014,0.844,0.558,0.659,"N","vowel","Feature_5",0.1
-2.439,0.789,0.082,0.242,-0.693,0.58,-0.353,0.702,0.413,0.098,"N","vowel","Feature_5",0.1
-1.507,-0.457,-1.728,0.256,-0.081,1.59,0.556,1.291,0.121,-0.456,"P","vowel","Feature_5",0.1
-1.425,0.256,-1.13,-0.284,-0.394,1.34,0.306,0.893,0.272,-0.378,"N","vowel","Feature_5",0.1
-1.814,0.923,-0.931,0.12,0.425,0.58,0.237,0.426,-0.184,-0.727,"N","vowel","Feature_5",0.1
-2.007,1.814,-0.581,-0.027,0.127,0.05,0.089,-0.016,0.115,-0.719,"N","vowel","Feature_5",0.1
-2.559,2.3,0.408,-0.001,-1.077,0.23,-0.254,0.975,0.07,-0.47,"N","vowel","Feature_5",0.1
-2.431,1.873,0.208,0.123,-0.634,0.17,0.04,0.612,0.446,-0.562,"N","vowel","Feature_5",0.1
-3.24,1.749,0.959,1.071,-1.188,-0.03,-1.024,0.664,1.007,0.443,"N","vowel","Feature_5",0.1
-3.565,1.363,0.958,1.976,-1.268,0.22,-1.363,0.72,0.738,1.145,"N","vowel","Feature_5",0.1
-3.198,1.373,0.392,0.423,-1.203,0.68,-0.428,0.994,0.576,0.865,"N","vowel","Feature_5",0.1
-3.772,0.904,-0.195,0.317,-0.473,1.17,-0.043,0.898,0.536,0.503,"N","vowel","Feature_5",0.1
-2.434,0.87,0.127,0.224,-0.811,0.74,-0.233,0.705,0.408,0.136,"N","vowel","Feature_5",0.1
-1.656,-0.496,-1.719,0.363,-0.002,1.66,0.535,1.319,-0.012,-0.49,"P","vowel","Feature_5",0.1
-1.388,0.215,-1.105,-0.295,-0.39,1.32,0.356,0.816,0.292,-0.376,"N","vowel","Feature_5",0.1
-1.764,0.888,-1.001,0.197,0.3,0.73,0.159,0.557,-0.301,-0.65,"N","vowel","Feature_5",0.1
-2.026,1.75,-0.526,-0.131,0.266,0,0.084,0.063,0.047,-0.691,"N","vowel","Feature_5",0.1
-2.531,1.802,0.739,0.236,-1.169,-0.06,-0.349,0.903,0.123,-0.119,"N","vowel","Feature_5",0.1
-2.375,1.642,0.308,0.255,-0.82,0.27,-0.092,0.874,0.367,-0.525,"N","vowel","Feature_5",0.1
-3.179,1.346,0.988,1.32,-0.852,0.06,-1.234,0.347,1.02,0.771,"N","vowel","Feature_5",0.1
-3.57,1.366,0.97,1.957,-1.262,-0.02,-1.275,0.585,0.754,0.993,"N","vowel","Feature_5",0.1
-3.169,1.041,0.509,0.693,-1.185,0.7,-0.352,0.877,0.434,1.009,"N","vowel","Feature_5",0.1
-4.066,1.05,-0.049,0.458,-0.357,1.31,-0.129,0.848,0.509,0.317,"N","vowel","Feature_5",0.1
-2.483,0.81,0.185,0.284,-0.917,0.76,-0.111,0.613,0.373,0.184,"N","vowel","Feature_5",0.1
-1.823,-0.578,-1.624,0.52,0.052,1.7,0.535,1.318,-0.115,-0.505,"P","vowel","Feature_5",0.1
-1.45,0.199,-1.127,-0.281,-0.372,1.28,0.369,0.855,0.303,-0.385,"N","vowel","Feature_5",0.1
-1.79,0.793,-1.041,0.214,0.215,0.73,0.121,0.583,-0.403,-0.487,"N","vowel","Feature_5",0.1
-2.089,1.695,-0.528,-0.232,0.385,-0.16,0.033,0.071,0.033,-0.744,"N","vowel","Feature_5",0.1
-2.475,1.498,0.864,0.397,-1.17,-0.2,-0.388,0.825,0.16,0.057,"N","vowel","Feature_5",0.1
-2.314,1.494,0.294,0.245,-0.769,0,-0.068,0.819,0.618,-0.572,"N","vowel","Feature_5",0.1
-3.062,1.008,0.935,1.443,-0.579,0.01,-1.333,0.106,0.958,0.979,"N","vowel","Feature_5",0.1
-3.576,1.357,0.912,1.878,-1.166,-0.05,-1.537,0.658,0.843,1.087,"N","vowel","Feature_5",0.1
-3.155,1.021,0.455,0.624,-1.306,0.86,-0.123,0.909,0.328,0.876,"N","vowel","Feature_5",0.1
-4.316,1.147,0.088,0.593,-0.314,1.33,-0.255,0.761,0.492,0.133,"N","vowel","Feature_5",0.1
-2.608,0.839,0.203,0.305,-0.851,0.65,-0.143,0.607,0.344,0.106,"N","vowel","Feature_5",0.1
-1.953,-0.596,-1.543,0.619,0.056,1.79,0.592,1.289,-0.163,-0.523,"P","vowel","Feature_5",0.1
-1.495,0.117,-1.134,-0.249,-0.37,1.25,0.348,0.854,0.313,-0.376,"N","vowel","Feature_5",0.1
-1.921,0.719,-0.95,0.299,0.222,0.73,0.128,0.588,-0.462,-0.491,"N","vowel","Feature_5",0.1
-2.052,1.483,-0.488,0.041,-0.131,0.28,-0.112,-0.064,0.307,-0.8,"N","vowel","Feature_5",0.1
-2.507,1.528,0.852,0.331,-1.231,-0.22,-0.265,0.856,0.07,0.069,"N","vowel","Feature_5",0.1
-2.291,1.146,0.352,0.354,-0.714,0.04,-0.181,0.787,0.709,-0.409,"N","vowel","Feature_5",0.1
-2.933,0.717,0.829,1.508,-0.517,0.04,-1.163,0.021,0.866,1.066,"N","vowel","Feature_5",0.1
-3.53,1.268,0.903,1.887,-1.279,-0.02,-1.441,0.657,0.873,1.042,"N","vowel","Feature_5",0.1
-3.145,0.863,0.416,0.699,-1.378,0.78,0.02,0.89,0.221,0.834,"N","vowel","Feature_5",0.1
-4.394,1.162,0.157,0.608,-0.409,1.32,-0.243,0.758,0.447,0.096,"N","vowel","Feature_5",0.1
-2.704,0.917,0.267,0.314,-0.756,0.77,-0.114,0.673,0.261,0.056,"N","vowel","Feature_5",0.1
-2.058,-0.61,-1.497,0.696,0.072,1.85,0.626,1.303,-0.192,-0.538,"P","vowel","Feature_5",0.1
-1.537,0.043,-1.125,-0.213,-0.378,1.35,0.33,0.87,0.293,-0.393,"N","vowel","Feature_5",0.1
-1.933,0.728,-1.015,0.27,0.199,0.78,0.192,0.706,-0.446,-0.595,"N","vowel","Feature_5",0.1
-2.076,1.413,-0.584,0.19,-0.35,0.43,-0.406,0.313,0.027,-0.724,"N","vowel","Feature_5",0.1
-2.554,1.532,0.812,0.367,-1.208,-0.3,-0.252,0.894,0.05,0.084,"N","vowel","Feature_5",0.1
-2.343,0.788,0.373,0.492,-0.667,0.25,-0.24,0.827,0.589,-0.267,"N","vowel","Feature_5",0.1
-2.834,0.654,0.733,1.434,-0.716,0,-0.841,0.239,0.92,0.885,"N","vowel","Feature_5",0.1
-3.482,1.127,0.899,1.993,-1.385,-0.07,-1.273,0.647,0.844,1.044,"N","vowel","Feature_5",0.1
-3.246,0.712,0.39,0.82,-1.352,1.04,0.197,0.857,-0.056,0.485,"N","vowel","Feature_5",0.1
-4.521,1.43,0.162,0.58,-0.351,1.28,-0.259,0.81,0.431,-0.102,"N","vowel","Feature_5",0.1
-2.804,1.021,0.254,0.331,-0.654,0.9,-0.085,0.678,0.259,-0.031,"N","vowel","Feature_5",0.1
-3.034,-1.274,0.263,1.521,0.66,1.59,-0.361,-0.468,-0.74,0.517,"P","vowel","Feature_5",0.1
-3.118,0.356,0.377,1.447,0.868,0.49,-0.915,-0.546,-0.637,0.169,"N","vowel","Feature_5",0.1
-2.611,0.434,0.231,1.343,0.323,-0.34,-0.618,-0.219,-0.285,0.347,"N","vowel","Feature_5",0.1
-1.566,0.93,-0.181,-0.155,-0.164,-0.21,0.144,-0.047,-0.694,0.282,"N","vowel","Feature_5",0.1
-2.758,2.067,-0.31,-0.543,-0.687,0.04,0.881,0.172,-0.454,-0.093,"N","vowel","Feature_5",0.1
-2.497,1.607,-0.621,-0.446,-0.226,-0.21,1.16,0.122,-0.809,0.495,"N","vowel","Feature_5",0.1
-3.533,2.319,1.085,0.247,-1.053,-0.37,-0.026,1.305,-0.243,-0.671,"N","vowel","Feature_5",0.1
-3.893,3.69,0.079,-0.151,-1.093,-0.56,0.198,1.583,-0.257,-0.169,"N","vowel","Feature_5",0.1
-4.079,2.663,-0.048,-0.315,0.234,0.81,0.335,0.435,-0.546,-0.928,"N","vowel","Feature_5",0.1
-4.16,2.814,0.557,0.604,0.584,0.45,-0.272,0.784,-0.999,-0.781,"N","vowel","Feature_5",0.1
-2.91,0.918,-0.138,-0.382,0.115,0.31,0.418,0.757,-0.898,-0.189,"N","vowel","Feature_5",0.1
-3.162,-1.137,0.3,1.44,0.688,1.75,-0.447,-0.518,-0.52,0.641,"P","vowel","Feature_5",0.1
-3.224,0.487,0.822,1.324,0.753,0.42,-0.976,-0.562,-0.489,0.172,"N","vowel","Feature_5",0.1
-2.681,0.531,0.252,1.239,0.469,-0.4,-0.652,-0.417,-0.246,0.412,"N","vowel","Feature_5",0.1
-1.577,0.907,-0.291,0.007,-0.256,-0.22,0.187,-0.052,-0.627,0.238,"N","vowel","Feature_5",0.1
-2.861,2.091,-0.411,-0.438,-0.643,0.38,0.817,0.104,-0.481,-0.252,"N","vowel","Feature_5",0.1
-2.445,1.503,-0.677,-0.46,-0.14,-0.04,1.014,0.061,-0.599,0.175,"N","vowel","Feature_5",0.1
-3.406,2.403,1.025,0.108,-1.1,-0.27,0.099,1.541,-0.304,-0.671,"N","vowel","Feature_5",0.1
-3.958,3.922,0.15,-0.265,-1.201,-0.2,0.202,1.163,-0.049,-0.039,"N","vowel","Feature_5",0.1
-4.071,2.754,-0.232,-0.262,0.356,0.71,0.381,0.5,-0.721,-0.859,"N","vowel","Feature_5",0.1
-4.188,2.637,0.502,0.552,0.735,0.5,-0.026,0.803,-0.874,-0.913,"N","vowel","Feature_5",0.1
-2.923,0.919,-0.231,-0.307,0.075,0.28,0.403,0.691,-1.012,-0.157,"N","vowel","Feature_5",0.1
-3.39,-0.956,0.476,1.547,0.658,1.39,-0.65,-0.604,-0.295,0.616,"P","vowel","Feature_5",0.1
-3.128,0.28,0.955,1.264,0.753,0.47,-0.841,-0.517,-0.473,0,"N","vowel","Feature_5",0.1
-2.689,0.528,0.157,1.501,0.349,-0.36,-0.49,-0.512,-0.277,0.422,"N","vowel","Feature_5",0.1
-1.693,0.807,-0.038,-0.051,-0.174,-0.44,0.117,0.053,-0.611,0.3,"N","vowel","Feature_5",0.1
-2.927,2.202,-0.532,-0.486,-0.519,0.57,0.813,-0.133,-0.475,-0.349,"N","vowel","Feature_5",0.1
-2.555,1.421,-0.8,-0.233,-0.078,0.21,0.771,-0.112,-0.707,0.165,"N","vowel","Feature_5",0.1
-3.439,2.711,1.067,0.029,-1.12,-0.17,0.062,1.44,-0.353,-0.42,"N","vowel","Feature_5",0.1
-4.067,3.908,-0.065,-0.378,-1.163,0.05,0.508,1.003,0.03,-0.187,"N","vowel","Feature_5",0.1
-4.068,2.566,-0.068,-0.152,0.126,0.6,0.453,0.577,-0.543,-0.896,"N","vowel","Feature_5",0.1
-4.314,2.322,0.58,0.279,0.702,0.49,-0.068,0.814,-0.917,-1.109,"N","vowel","Feature_5",0.1
-3.02,1.033,-0.238,-0.286,0.088,0.27,0.372,0.563,-1.027,-0.151,"N","vowel","Feature_5",0.1
-3.485,-0.86,0.582,1.501,0.578,1.56,-0.663,-0.602,-0.318,0.575,"P","vowel","Feature_5",0.1
-3.049,0.084,0.981,1.193,0.761,0.55,-0.714,-0.466,-0.568,-0.149,"N","vowel","Feature_5",0.1
-2.837,0.528,0.241,1.629,0.23,-0.45,-0.643,-0.231,-0.186,0.45,"N","vowel","Feature_5",0.1
-1.611,0.831,-0.056,-0.048,-0.044,-0.44,0.289,-0.092,-0.633,0.221,"N","vowel","Feature_5",0.1
-2.939,2.157,-0.451,-0.209,-0.88,0.66,0.823,-0.035,-0.744,-0.193,"N","vowel","Feature_5",0.1
-2.842,1.343,-0.713,0.003,0.126,0.39,0.538,-0.077,-0.995,0.092,"N","vowel","Feature_5",0.1
-3.587,3.128,0.885,-0.188,-1.164,-0.23,0.051,1.344,-0.641,-0.253,"N","vowel","Feature_5",0.1
-4.222,3.886,0.016,-0.144,-1.132,0.01,0.519,1.024,0.075,-0.226,"N","vowel","Feature_5",0.1
-4.087,2.555,0.123,-0.151,0.118,0.55,0.365,0.495,-0.473,-0.886,"N","vowel","Feature_5",0.1
-4.442,2.607,0.596,0.191,0.636,0.63,-0.14,0.774,-0.828,-1.122,"N","vowel","Feature_5",0.1
-2.976,1.033,-0.222,-0.099,0.081,0.05,0.479,0.517,-1.105,-0.125,"N","vowel","Feature_5",0.1
-3.689,-0.599,0.692,1.307,0.605,1.48,-0.752,-0.697,-0.355,0.702,"P","vowel","Feature_5",0.1
-3.278,0.324,1.047,1.152,0.725,0.17,-0.839,-0.381,-0.687,0.013,"N","vowel","Feature_5",0.1
-3.249,1.042,0.589,1.408,0.023,-0.68,-0.581,0.031,0.068,0.325,"N","vowel","Feature_5",0.1
-1.596,0.885,-0.199,0.199,-0.115,-0.49,0.428,-0.113,-0.61,0.131,"N","vowel","Feature_5",0.1
-2.986,2.072,-0.311,-0.083,-0.878,0.28,0.916,0.082,-0.905,-0.109,"N","vowel","Feature_5",0.1
-3.003,1.163,-0.45,0.328,0.097,0.58,0.427,-0.017,-1.146,-0.06,"N","vowel","Feature_5",0.1
-3.682,3.672,0.041,-0.508,-0.905,0.01,0.492,0.654,-0.722,-0.318,"N","vowel","Feature_5",0.1
-4.21,3.869,0.164,-0.047,-1.251,-0.08,0.276,0.919,0.091,-0.159,"N","vowel","Feature_5",0.1
-4.129,2.686,0.308,-0.125,0.117,0.37,0.199,0.308,-0.478,-0.909,"N","vowel","Feature_5",0.1
-4.497,3.018,0.609,0.115,0.673,0.7,-0.03,0.861,-0.704,-1.038,"N","vowel","Feature_5",0.1
-2.846,1.01,-0.219,-0.083,0.091,0.12,0.442,0.509,-1.181,-0.021,"N","vowel","Feature_5",0.1
-3.693,-0.568,0.727,1.236,0.612,1.58,-0.804,-0.763,-0.346,0.788,"P","vowel","Feature_5",0.1
-3.543,0.624,0.674,1.413,0.653,-0.4,-0.803,-0.256,-0.65,0.423,"N","vowel","Feature_5",0.1
-3.293,0.93,0.522,1.48,0.249,-0.72,-0.643,-0.094,-0.132,0.198,"N","vowel","Feature_5",0.1
-1.708,0.944,-0.14,0.151,-0.092,-0.65,0.22,0.034,-0.692,0.19,"N","vowel","Feature_5",0.1
-2.942,2.091,-0.353,-0.364,-0.61,0.4,0.864,0.191,-0.764,-0.235,"N","vowel","Feature_5",0.1
-3.253,1.025,-0.286,0.713,-0.036,0.61,0.476,-0.116,-0.945,-0.108,"N","vowel","Feature_5",0.1
-3.661,3.266,-0.117,-0.237,-0.755,0.08,0.686,0.381,-0.58,-0.687,"N","vowel","Feature_5",0.1
-4.216,3.638,0.192,-0.023,-1.231,-0.39,0.128,1.03,0.061,-0.179,"N","vowel","Feature_5",0.1
-4.077,2.542,0.039,0.082,0.218,0.33,0.324,0.399,-0.658,-0.964,"N","vowel","Feature_5",0.1
-4.544,3.046,1.028,-0.016,0.447,0.88,-0.094,0.885,-0.459,-1.099,"N","vowel","Feature_5",0.1
-2.711,0.971,-0.023,0.053,0.101,-0.17,0.382,0.476,-1.05,-0.256,"N","vowel","Feature_5",0.1
-3.322,-0.303,-0.5,0.963,0.921,0.89,1.059,-1.079,-1.004,0.112,"P","vowel","Feature_5",0.1
-3.844,1.056,-0.19,1.685,0.617,1.29,-0.811,-0.506,-1.128,0.076,"N","vowel","Feature_5",0.1
-2.665,0.772,-1.009,1.307,0.287,0.78,-0.466,-0.19,-0.721,0.407,"N","vowel","Feature_5",0.1
-2.493,1.382,-0.929,0.465,-0.369,0.03,0.187,-0.696,-0.31,0.348,"N","vowel","Feature_5",0.1
-2.905,2.311,-0.658,0.022,-1.121,0.26,0.467,0.484,-0.157,-0.676,"N","vowel","Feature_5",0.1
-2.685,1.971,-0.857,0.033,-0.638,0.55,0.143,0.159,-0.218,-0.343,"N","vowel","Feature_5",0.1
-3.389,2.762,-0.71,-0.026,-0.641,0.11,0.775,0.443,-0.11,-0.979,"N","vowel","Feature_5",0.1
-4.243,3.354,-0.415,0.898,-1.027,-0.32,0.576,0.48,0.564,-0.085,"N","vowel","Feature_5",0.1
-3.741,2.7,-1.593,0.782,-0.298,1.36,0.184,1.458,-0.134,-1.297,"N","vowel","Feature_5",0.1
-4.694,3.229,-1.153,0.702,0.452,0.34,0.454,0.001,-0.264,-1.399,"N","vowel","Feature_5",0.1
-3.012,1.628,-0.834,0.975,-0.299,0.88,0.174,0.836,-0.239,-1.144,"N","vowel","Feature_5",0.1
-3.268,-0.079,-0.693,0.763,1.043,1.22,0.892,-1.293,-1.033,0.199,"P","vowel","Feature_5",0.1
-3.618,0.916,-0.4,1.771,0.666,1.54,-0.389,-0.342,-1.279,-0.109,"N","vowel","Feature_5",0.1
-2.693,0.771,-0.87,1.341,0.317,0.82,-0.328,-0.169,-0.936,0.399,"N","vowel","Feature_5",0.1
-2.515,1.34,-0.84,0.511,-0.492,0.04,0.047,-0.68,-0.283,0.168,"N","vowel","Feature_5",0.1
-2.882,2.165,-0.589,0.173,-1.165,0.01,0.571,0.502,-0.093,-0.616,"N","vowel","Feature_5",0.1
-2.591,1.809,-0.659,-0.016,-0.673,0.61,0.084,0.182,-0.094,-0.372,"N","vowel","Feature_5",0.1
-3.354,2.85,-0.887,0.01,-0.551,0.23,0.901,0.32,-0.302,-1.023,"N","vowel","Feature_5",0.1
-4.228,3.111,-0.38,1.16,-1.188,-0.34,0.516,0.507,0.669,-0.074,"N","vowel","Feature_5",0.1
-3.901,2.485,-0.95,0.702,-0.47,1.11,-0.109,1.597,0.146,-1.197,"N","vowel","Feature_5",0.1
-4.708,3.269,-1.121,0.701,0.437,0.21,0.552,0.004,-0.168,-1.484,"N","vowel","Feature_5",0.1
-3,1.524,-0.866,1.015,-0.4,0.95,0.174,0.938,-0.216,-1.01,"N","vowel","Feature_5",0.1
-3.347,-0.159,-0.414,0.922,0.973,0.95,0.929,-1.211,-1.268,0.278,"P","vowel","Feature_5",0.1
-3.518,0.716,-0.365,1.788,0.584,1.66,-0.109,-0.016,-1.501,0.002,"N","vowel","Feature_5",0.1
-2.875,0.868,-0.728,1.439,0.355,0.77,-0.378,-0.233,-1.072,0.505,"N","vowel","Feature_5",0.1
-2.612,1.403,-0.87,0.47,-0.448,0.1,-0.06,-0.656,-0.334,0.087,"N","vowel","Feature_5",0.1
-2.859,2.255,-0.676,0.098,-1.086,0.12,0.732,0.305,-0.141,-0.636,"N","vowel","Feature_5",0.1
-2.497,1.692,-0.607,0.02,-0.71,0.57,0.093,0.272,-0.06,-0.507,"N","vowel","Feature_5",0.1
-3.236,2.745,-0.806,-0.2,-0.386,0.37,0.889,0.516,-0.297,-1.075,"N","vowel","Feature_5",0.1
-4.188,3.229,-0.456,1.077,-1.385,-0.12,0.459,0.558,0.701,-0.32,"N","vowel","Feature_5",0.1
-3.775,2.188,-1.017,0.687,-0.464,1.17,-0.157,1.673,-0.024,-1.144,"N","vowel","Feature_5",0.1
-4.744,3.385,-0.886,0.571,0.235,0.25,0.357,0.04,0.203,-1.68,"N","vowel","Feature_5",0.1
-3.046,1.462,-0.823,0.935,-0.44,0.87,0.085,0.865,-0.178,-0.954,"N","vowel","Feature_5",0.1
-3.594,-0.137,-0.028,1.018,1.069,0.79,0.695,-0.982,-1.433,0.249,"P","vowel","Feature_5",0.1
-3.426,0.584,-0.469,1.776,0.566,1.72,0.07,0.081,-1.483,-0.141,"N","vowel","Feature_5",0.1
-3.086,1.01,-0.627,1.508,0.338,0.71,-0.479,-0.323,-1.087,0.645,"N","vowel","Feature_5",0.1
-2.75,1.475,-0.848,0.364,-0.275,-0.07,-0.003,-0.782,-0.291,0.167,"N","vowel","Feature_5",0.1
-2.846,2.43,-0.78,-0.153,-0.905,0.21,0.746,0.14,-0.114,-0.746,"N","vowel","Feature_5",0.1
-2.511,1.511,-0.555,0.226,-0.735,0.62,-0.006,0.52,-0.138,-0.651,"N","vowel","Feature_5",0.1
-3.124,2.733,-0.857,-0.334,-0.312,0.63,0.849,0.475,-0.174,-0.899,"N","vowel","Feature_5",0.1
-4.175,3.32,-0.446,0.988,-1.48,0.22,0.507,0.605,0.691,-0.462,"N","vowel","Feature_5",0.1
-3.777,2.064,-0.983,0.846,-0.373,0.91,-0.04,1.331,0.247,-1.09,"N","vowel","Feature_5",0.1
-4.788,3.632,-0.71,0.3,0.366,-0.06,0.403,-0.016,0.124,-1.32,"N","vowel","Feature_5",0.1
-3.006,1.407,-0.875,0.945,-0.495,0.82,0.212,0.75,-0.037,-1.054,"N","vowel","Feature_5",0.1
-3.781,-0.011,0.102,1.115,1.036,0.54,0.615,-1.082,-1.272,0.05,"P","vowel","Feature_5",0.1
-3.394,0.557,-0.573,1.704,0.608,1.66,0.109,0.2,-1.507,-0.225,"N","vowel","Feature_5",0.1
-3.091,0.935,-0.574,1.36,0.416,0.73,-0.48,-0.144,-1.295,0.696,"N","vowel","Feature_5",0.1
-2.85,1.446,-0.792,0.482,-0.365,0.03,-0.029,-0.761,-0.251,0.113,"N","vowel","Feature_5",0.1
-2.884,2.424,-0.764,-0.108,-1.015,0.35,0.712,0.133,-0.017,-0.847,"N","vowel","Feature_5",0.1
-2.656,1.263,-0.527,0.464,-0.612,0.6,-0.16,0.857,-0.416,-0.596,"N","vowel","Feature_5",0.1
-3.246,2.796,-0.867,-0.205,-0.316,0.77,0.824,0.062,-0.118,-0.749,"N","vowel","Feature_5",0.1
-4.172,3.188,-0.375,1.028,-1.41,0.04,0.513,0.635,0.802,-0.28,"N","vowel","Feature_5",0.1
-3.862,1.801,-0.717,1.133,-0.23,0.93,-0.223,1.264,0.194,-0.935,"N","vowel","Feature_5",0.1
-4.836,3.871,-0.684,0.182,0.349,-0.26,0.317,0.059,-0.024,-1.13,"N","vowel","Feature_5",0.1
-2.973,1.304,-0.849,0.984,-0.508,0.55,0.248,0.728,0.073,-1.107,"N","vowel","Feature_5",0.1
-3.858,0.115,0.05,1.17,0.975,0.74,0.585,-1.191,-1.172,-0.076,"P","vowel","Feature_5",0.1
-3.404,0.506,-0.591,1.627,0.66,1.52,0.068,0.381,-1.494,-0.453,"N","vowel","Feature_5",0.1
-2.952,0.777,-0.74,1.311,0.424,0.71,-0.319,-0.082,-1.456,0.616,"N","vowel","Feature_5",0.1
-3.005,1.472,-0.716,0.535,-0.392,0.07,-0.054,-0.686,-0.29,0.153,"N","vowel","Feature_5",0.1
-2.898,2.421,-0.81,-0.043,-1.164,0.49,0.69,0.218,-0.078,-0.876,"N","vowel","Feature_5",0.1
-2.906,1.102,-0.491,0.575,-0.386,0.68,-0.134,0.977,-0.54,-0.604,"N","vowel","Feature_5",0.1
-3.462,2.648,-0.447,0,-0.416,0.8,0.569,-0.072,-0.08,-0.798,"N","vowel","Feature_5",0.1
-4.076,3.336,-0.688,0.677,-1.472,0.43,0.682,0.724,0.717,-0.409,"N","vowel","Feature_5",0.1
-3.846,1.426,-0.607,1.434,-0.072,1.12,-0.535,1.159,-0.123,-0.385,"N","vowel","Feature_5",0.1
-4.885,3.967,-0.948,0.373,0.255,-0.09,0.43,-0.013,0.018,-1.518,"N","vowel","Feature_5",0.1
