"top_left_square","top_middle_square","top_right_square","middle_left_square","middle_middle_square","middle_right_square","bottom_left_square","bottom_middle_square","bottom_right_square","class","dataset_name","altered_attribute","noise_level"
"o","b","b","x","x","x","b","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"o","b","b","x","o","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"o","b","b","o","x","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"o","b","b","o","o","x","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"o","b","b","o","b","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"o","b","b","b","o","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"o","b","b","b","x","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","o","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","o","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","o","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","o","b","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","b","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","b","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","o","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","x","x","b","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","o","b","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","b","x","o","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","b","x","o","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","x","b","o","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","x","x","x","o","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","x","x","x","o","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","x","x","x","b","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","x","x","o","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","x","x","b","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","x","x","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","x","x","b","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","x","o","x","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","x","o","b","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","o","b","x","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","x","b","o","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","x","b","b","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","o","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","o","b","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","b","x","x","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","b","x","o","o","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","b","x","o","b","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","b","x","b","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","b","x","b","b","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","o","b","o","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","x","x","o","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","o","x","x","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","o","x","o","x","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","o","x","o","o","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","o","x","o","b","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","o","x","b","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","o","x","b","b","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","b","x","o","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","b","x","o","b","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","x","b","b","x","b","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","x","x","o","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","x","x","o","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","o","x","b","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","b","o","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","x","o","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","x","b","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","o","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","x","b","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","x","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","x","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","x","b","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","o","x","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","o","x","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","b","x","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","o","b","x","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","x","b","x","b","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","o","x","x","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","o","x","b","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","o","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","o","x","x","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","b","x","o","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","b","x","b","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","o","b","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","x","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","o","x","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","o","x","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","o","x","b","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","b","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","x","b","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","o","x","o","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","o","x","b","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","o","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","b","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","x","b","b","x","b","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","o","x","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","b","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","b","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","x","b","b","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","x","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","x","b","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","o","x","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","o","b","x","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","b","x","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","b","o","x","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","o","b","b","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","x","x","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","x","x","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","x","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","x","x","o","b","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","x","x","b","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","x","x","b","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","x","o","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","o","x","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","o","o","x","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","o","b","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","b","o","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","o","b","b","b","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","x","o","o","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","x","o","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","x","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","o","x","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","o","x","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","o","x","b","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","b","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","b","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","o","x","x","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","o","x","o","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","o","x","b","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","b","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","o","x","x","b","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","b","x","o","x","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","b","x","o","x","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","b","o","b","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","b","x","x","o","b","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","b","o","x","b","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","x","b","b","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","o","x","x","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","x","x","o","x","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","x","x","o","o","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","x","x","o","b","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","x","x","b","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","x","x","b","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","x","o","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","o","x","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","o","o","x","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","o","b","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","b","o","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","o","b","b","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","b","x","x","x","o","o","b","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","b","x","x","x","o","b","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","b","x","x","x","b","o","o","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","b","o","o","b","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","b","o","b","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"b","b","b","b","o","o","x","x","x","positive","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","x","o","o","b","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","x","o","b","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","x","b","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","x","o","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","x","o","b","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","o","o","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","o","o","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","o","b","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","b","o","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","b","o","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","o","b","o","b","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","b","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","b","o","o","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","x","b","o","b","b","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","x","o","x","b","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","o","x","o","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","o","x","o","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","o","o","x","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","o","o","x","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","o","o","b","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","o","b","o","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","o","b","o","x","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","x","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","x","o","x","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","x","o","b","b","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","x","o","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","x","o","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","x","o","b","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","o","x","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","o","o","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","b","o","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","o","b","o","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","b","o","x","b","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","o","b","b","o","b","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","x","x","o","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","x","o","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","x","b","b","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","x","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","o","o","x","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","o","o","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","o","o","x","b","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","o","o","o","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","o","o","b","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","o","o","o","b","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","b","x","b","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","x","b","b","b","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","x","b","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","o","x","o","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","o","x","b","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","o","o","b","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","o","b","o","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","o","b","b","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","x","b","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","o","o","x","x","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","o","o","o","x","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","o","o","o","x","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","o","o","o","b","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","o","o","b","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","b","x","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","b","o","x","x","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","b","o","x","b","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","b","o","o","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","b","o","b","x","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","x","b","o","b","b","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","x","x","o","b","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","x","o","x","o","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","x","o","x","o","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","x","o","x","b","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","x","o","b","o","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","b","x","o","x","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","b","o","x","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","o","b","o","x","o","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","x","x","x","o","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","x","o","x","b","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","x","o","b","b","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","o","o","x","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","b","o","x","x","o","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","b","o","x","b","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","o","b","b","o","b","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","x","x","o","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","x","o","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","x","b","b","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","x","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","o","o","x","x","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","o","o","x","o","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","o","o","x","b","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","o","o","o","x","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","o","o","b","x","b","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","o","o","o","b","b","x","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","b","x","b","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
"x","b","x","b","b","x","o","o","o","negative","tic-tac-toe","middle_middle_square",0.1
